ID,PIN,Address,Managing Organization,Property Status,Date of Acquisition,Sq. Ft.,Ward,Community Area Number,Community Area Name,Zoning Classification,Last Update,Latitude,Longitude,Location
9440,16-12-306-023-0000,318 N FRANCISCO AVE,None,Owned by City,6/8/98,0,27,27,EAST GARFIELD PARK,PMD-4,5/8/24,41.8871363,-87.6992152,"(41.88713632980869, -87.6992151787473)"
10781,16-15-415-003-0000,4325 W FIFTH AVE,DPD - Planning,Owned by City,6/9/98,0,24,29,NORTH LAWNDALE,PD 1351,5/8/24,41.8696373,-87.7338001,"(41.86963730023351, -87.73380007152203)"
35176,16-15-418-044-0000,4000 W TAYLOR ST,DPD - Planning,Owned by City,6/11/98,0,24,26,WEST GARFIELD PARK,M1-1,5/8/24,41.8693538,-87.7254814,"(41.86935375741902, -87.72548139990782)"
50973,16-12-421-064-0000,2755 W WASHINGTON BLVD,DPD - Planning,Owned by City,6/17/98,0,27,27,EAST GARFIELD PARK,RT-4,5/8/24,41.8826188,-87.695974,"(41.88261884389632, -87.69597396855168)"
63228,20-33-112-038-0000,504 W 81ST ST,None,Owned by City,6/18/98,0,6,44,CHATHAM,RS-3,5/8/24,41.7473491,-87.6372392,"(41.747349090004384, -87.6372391619027)"
59441,20-21-416-001-0000,6903 S PERRY AVE,CBB Round 1,Owned by City,6/18/98,0,6,69,GREATER GRAND CROSSING,C1-2,5/8/24,41.7689847,-87.6278177,"(41.76898472241788, -87.62781771676154)"
36100,20-19-222-016-0000,6545 S PAULINA ST,CBB Round 1,Owned by City,6/18/98,0,15,67,WEST ENGLEWOOD,RS-3,5/8/24,41.7744658,-87.6662101,"(41.774465776863146, -87.66621014902049)"
34558,20-08-219-035-0000,816 W 50TH PL,None,Owned by City,6/18/98,0,20,61,NEW CITY,RS-3,5/8/24,41.8027438,-87.6461741,"(41.802743757362435, -87.64617412942384)"
18816,20-08-111-006-0000,4813 S BISHOP ST,None,Sold,6/18/98,3098,20,61,NEW CITY,RT-4,3/14/24,41.8063761,-87.6609161,"(41.80637614070948, -87.660916105068)"
12960,16-23-128-005-0000,1515 S LAWNDALE AVE,None,Sold,6/18/98,2981,24,29,NORTH LAWNDALE,RT-4,3/14/24,41.860267,-87.7173294,"(41.860267043781704, -87.71732935101707)"
16675,20-18-226-027-0000,5836 S HONORE ST,None,Sold,6/21/98,0,15,67,WEST ENGLEWOOD,C2-1,3/14/24,41.7873842,-87.6708351,"(41.78738421025274, -87.67083507145452)"
35895,20-19-217-029-0000,6522 S WOLCOTT AVE,None,Owned by City,6/23/98,0,16,67,WEST ENGLEWOOD,RS-3,5/8/24,41.7750002,-87.6717325,"(41.77500017753014, -87.67173248203355)"
50894,16-23-426-013-0000,2131 S CHRISTIANA AVE,DOH,Owned by City,6/23/98,0,24,30,SOUTH LAWNDALE,RT-4,5/8/24,41.8525805,-87.7086093,"(41.85258048291782, -87.70860934602175)"
24006,25-05-111-025-0000,8818 S LOOMIS ST,None,Owned by City,6/24/98,0,21,71,AUBURN GRESHAM,RS-3,5/8/24,41.7333565,-87.6584814,"(41.73335651200703, -87.65848141674347)"
35927,20-22-205-024-0000,6314 S LANGLEY AVE,None,Owned by City,6/24/98,0,20,42,WOODLAWN,RT-4,5/8/24,41.7798167,-87.6087154,"(41.77981670407566, -87.60871538536837)"
37213,20-08-416-017-0000,5343 S MAY ST,None,Owned by City,6/29/98,0,16,61,NEW CITY,RS-3,5/8/24,41.7965498,-87.6533784,"(41.79654977790518, -87.65337843571008)"
19809,20-33-100-017-0000,7957 S HALSTED ST,None,Owned by City,7/7/98,0,17,71,AUBURN GRESHAM,B1-1,5/8/24,41.7489645,-87.6436617,"(41.748964465327724, -87.64366173752533)"
50821,20-33-100-025-0000,7922 S EMERALD AVE,None,Owned by City,7/7/98,0,17,71,AUBURN GRESHAM,B1-2,5/8/24,41.7489716,-87.6431553,"(41.7489716358629, -87.64315526119148)"
19690,20-28-318-027-0000,7720 S NORMAL AVE,None,Owned by City,7/7/98,0,17,69,GREATER GRAND CROSSING,RT-4,5/8/24,41.7537178,-87.6371832,"(41.75371784439793, -87.63718318980678)"
62910,20-22-203-045-0000,6356 S ST LAWRENCE AVE,None,Owned by City,7/7/98,0,20,42,WOODLAWN,RT-4,5/8/24,41.7786216,-87.6111343,"(41.778621568029024, -87.61113427568573)"
20712,20-22-204-001-0000,601 E 63RD ST,None,Owned by City,7/7/98,0,20,42,WOODLAWN,B3-3,5/8/24,41.7800884,-87.6105493,"(41.7800884094309, -87.61054926512814)"
35972,20-17-321-018-0000,6129 S ADA ST,None,Owned by City,7/7/98,0,16,67,WEST ENGLEWOOD,RT-4,5/8/24,41.7822915,-87.6579447,"(41.78229146035676, -87.6579446811448)"
9027,16-11-302-036-0000,3850 W LAKE ST,None,Sold,7/7/98,0,37,26,WEST GARFIELD PARK,PMD 9,3/14/24,41.8856036,-87.7229385,"(41.885603552959225, -87.72293854492946)"
58971,16-11-302-033-0000,3858 W LAKE ST,None,Sold,7/7/98,0,37,26,WEST GARFIELD PARK,PMD 9,3/14/24,41.8856314,-87.7232115,"(41.88563143018282, -87.72321150780435)"
58372,16-23-115-039-0000,1448 S SPRINGFIELD AVE,None,Owned by City,7/11/98,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8610365,-87.7229342,"(41.86103652179096, -87.72293421883595)"
58972,16-14-327-032-0000,1140 S INDEPENDENCE BLVD,DPD - Large Lots,Sold,7/11/98,0,24,29,NORTH LAWNDALE,RT-4,3/14/24,41.8668077,-87.7205377,"(41.866807733862665, -87.7205376942494)"
15078,20-04-446-026-0000,142 W 47TH ST,None,Sold,7/16/98,0,20,37,FULLER PARK,B3-5,3/14/24,41.8093842,-87.629911,"(41.80938416943294, -87.62991098111648)"
58973,16-11-302-038-0000,3842 W LAKE ST,None,Sold,7/17/98,0,37,26,WEST GARFIELD PARK,PMD 9,3/14/24,41.8855825,-87.7227074,"(41.885582454724826, -87.72270744591813)"
9028,16-11-302-037-0000,3848 W LAKE ST,None,Sold,7/17/98,0,37,26,WEST GARFIELD PARK,PMD 9,3/14/24,41.8855979,-87.7228476,"(41.8855979377689, -87.72284759608534)"
9023,16-11-302-032-0000,3860 W LAKE ST,None,Sold,7/17/98,0,37,26,WEST GARFIELD PARK,PMD 9,3/14/24,41.8856509,-87.723313,"(41.88565087349947, -87.72331298149405)"
9138,16-11-300-014-0000,335 N PULASKI RD,DPD - Real Estate,Sold,7/17/98,0,37,26,WEST GARFIELD PARK,PMD 9,3/14/24,41.8865093,-87.725483,"(41.886509300594966, -87.72548298451233)"
9137,16-11-300-013-0000,337 N PULASKI RD,DPD - Real Estate,Sold,7/17/98,0,37,26,WEST GARFIELD PARK,PMD 9,3/14/24,41.8865751,-87.7254849,"(41.88657514477691, -87.7254848582439)"
9136,16-11-300-012-0000,339 N PULASKI RD,DPD - Real Estate,Sold,7/17/98,0,37,26,WEST GARFIELD PARK,PMD 9,3/14/24,41.8867315,-87.7254893,"(41.886731480073344, -87.7254893071427)"
9141,16-11-300-026-0000,346 N HARDING AVE,DPD - Real Estate,Sold,7/17/98,0,37,26,WEST GARFIELD PARK,PMD 9,3/14/24,41.8868006,-87.7249683,"(41.886800563142216, -87.7249683490845)"
9142,16-11-300-027-0000,346 N HARDING AVE,DPD - Real Estate,Sold,7/17/98,0,37,26,WEST GARFIELD PARK,PMD 9,3/14/24,41.8868006,-87.7249683,"(41.886800563142216, -87.7249683490845)"
9135,16-11-300-011-0000,349 N PULASKI RD,DPD - Real Estate,Sold,7/17/98,0,37,26,WEST GARFIELD PARK,PMD 9,3/14/24,41.8868892,-87.7254938,"(41.88688918874521, -87.7254937795042)"
34799,20-17-330-021-0000,1314 W 63RD ST,None,Owned by City,7/20/98,0,16,67,WEST ENGLEWOOD,RS-3,5/8/24,41.7798169,-87.6576938,"(41.779816921145304, -87.65769375206825)"
10793,16-22-214-004-0000,1309 S KARLOV AVE,None,Sold,7/20/98,3148,24,29,NORTH LAWNDALE,RT-4,3/14/24,41.8639862,-87.7272055,"(41.86398619660035, -87.72720548161138)"
38219,20-20-327-012-0000,7031 S BISHOP ST,None,Owned by City,7/27/98,0,17,67,WEST ENGLEWOOD,RS-3,5/8/24,41.7658219,-87.6598566,"(41.765821910576875, -87.65985659824132)"
37609,20-20-330-027-0000,7008 S ELIZABETH ST,None,Sold,7/27/98,0,17,67,WEST ENGLEWOOD,RS-3,3/14/24,41.7665037,-87.6557179,"(41.766503733214385, -87.65571790983203)"
58376,16-22-208-039-0000,4334 W 14TH ST,None,Owned by City,7/28/98,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8626562,-87.7338176,"(41.86265619719014, -87.73381760507793)"
58715,16-23-105-012-0000,1227 S LAWNDALE AVE,None,Owned by City,7/28/98,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8654305,-87.7174799,"(41.86543052994237, -87.71747988317067)"
58703,16-13-326-032-0000,1138 S WHIPPLE ST,CBB Round 1,Owned by City,7/28/98,0,28,29,NORTH LAWNDALE,RT-4,5/8/24,41.8671353,-87.7023777,"(41.86713529631831, -87.70237769875803)"
9863,16-14-227-013-0000,3327 W VAN BUREN ST,None,Sold,7/29/98,3132,28,27,EAST GARFIELD PARK,RM-5,3/14/24,41.8752062,-87.7094793,"(41.87520615926051, -87.70947927946065)"
58554,16-13-224-028-0000,2642 W VAN BUREN ST,None,Owned by City,7/29/98,0,28,27,EAST GARFIELD PARK,M1-3,5/8/24,41.8762436,-87.6929392,"(41.87624358522888, -87.69293917369228)"
11665,16-12-323-029-0000,128 W LAKE ST,DPD - Planning,Owned by City,7/29/98,0,42,32,LOOP,PD 297,5/20/24,41.8838684,-87.6965775,"(41.88386838088033, -87.69657748690409)"
11664,16-12-323-028-0000,134 W LAKE ST,DPD - Planning,Owned by City,7/29/98,0,42,32,LOOP,PD 297,5/20/24,41.8840324,-87.6965818,"(41.88403240107443, -87.69658180773465)"
21093,20-20-209-035-0000,6436 S ABERDEEN ST,None,Owned by City,7/30/98,3110,16,68,ENGLEWOOD,RS-3,5/8/24,41.7767352,-87.6523501,"(41.77673519266233, -87.65235010957802)"
62850,20-16-218-046-0000,5822 S LA SALLE ST,None,Owned by City,7/30/98,0,20,68,ENGLEWOOD,RS-3,5/8/24,41.7884467,-87.6294837,"(41.78844670752131, -87.62948369723404)"
67739,25-29-101-007-0000,1159 W 120TH ST,Obsolete PIN,Leased,8/1/98,,21,53,WEST PULLMAN,PMD 10,3/14/24,41.6757532,-87.6514671,"(41.67575318955843, -87.65146709954364)"
67738,25-29-101-006-0000,1207 W 120TH ST,Obsolete PIN,Leased,8/3/98,,21,53,WEST PULLMAN,PMD 10,3/14/24,41.6757434,-87.6519423,"(41.675743397483394, -87.65194231795584)"
50873,26-07-164-008-0000,10126 S COMMERCIAL AVE,None,Owned by City,8/3/98,0,10,51,SOUTH DEERING,RS-2,5/8/24,41.7109967,-87.5521022,"(41.71099673372472, -87.55210215821528)"
24512,21-32-103-012-0000,8238 S MACKINAW AVE,None,Owned by City,8/3/98,0,7,46,SOUTH CHICAGO,RS-3,5/8/24,41.7454279,-87.5434203,"(41.745427877491345, -87.54342031166307)"
50810,16-24-209-046-0000,2606 W OGDEN AVE,DPD Planning,Owned by City,8/3/98,0,28,29,NORTH LAWNDALE,PD 1430,5/8/24,41.863278,-87.6913306,"(41.86327803022942, -87.69133055924782)"
37905,25-09-330-020-0000,10204 S EGGLESTON AVE,None,Owned by City,8/4/98,0,9,73,WASHINGTON HEIGHTS,RS-2,5/8/24,41.7086281,-87.6339751,"(41.708628108525176, -87.63397507940617)"
24693,25-09-415-004-0000,10010 S STATE ST,CBB Round 1,Owned by City,8/4/98,0,9,49,ROSELAND,RS-3,5/8/24,41.7122022,-87.6239912,"(41.71220216600358, -87.623991198914)"
38164,20-19-313-014-0000,6833 S BELL AVE,DPD - Large Lots,Owned by City,8/4/98,0,16,66,CHICAGO LAWN,M1-1,5/8/24,41.7691833,-87.6792654,"(41.76918330403678, -87.67926535091476)"
16480,20-15-416-026-0000,6246 S VERNON AVE,None,Owned by City,8/4/98,0,20,42,WOODLAWN,B3-3,5/8/24,41.7805112,-87.614766,"(41.78051115794992, -87.61476595981652)"
35875,20-17-421-022-0000,6106 S PEORIA ST,None,Sold,8/4/98,0,16,68,ENGLEWOOD,RS-3,3/14/24,41.7831847,-87.6476513,"(41.78318474842705, -87.64765125427498)"
19836,21-31-422-037-0000,2814 E 87TH ST,DPD - Open Space,Owned by City,8/6/98,0,7,46,SOUTH CHICAGO,B3-2,5/20/24,41.7376098,-87.5556385,"(41.7376098306563, -87.55563852287989)"
19837,21-31-422-038-0000,2818 E 87TH ST,DPD - Open Space,Owned by City,8/6/98,0,7,46,SOUTH CHICAGO,B3-2,5/20/24,41.737611,-87.5555469,"(41.73761096715205, -87.555546910583)"
19838,21-31-422-039-0000,2820 E 87TH ST,DPD - Open Space,Owned by City,8/6/98,0,7,46,SOUTH CHICAGO,B3-2,5/20/24,41.7376121,-87.5554553,"(41.7376121305752, -87.55545529675612)"
19839,21-31-422-040-0000,2822 E 87TH ST,DPD - Open Space,Owned by City,8/6/98,0,7,46,SOUTH CHICAGO,B3-2,5/20/24,41.7376133,-87.5553638,"(41.73761329443799, -87.55536375865198)"
50868,20-15-408-022-0000,6142 S VERNON AVE,None,Owned by City,8/6/98,0,20,42,WOODLAWN,RM-5,5/8/24,41.7947101,-87.6058075,"(41.794710132538164, -87.60580750682301)"
10032,16-14-308-008-0000,3635 W FLOURNOY ST,None,Sold,8/6/98,3119,24,27,EAST GARFIELD PARK,RT-4,3/14/24,41.8723704,-87.7170579,"(41.87237037455319, -87.71705790202252)"
19577,20-32-203-005-0000,1005 W 79TH ST,None,Sold,8/7/98,8687,17,71,AUBURN GRESHAM,B1-2,3/14/24,41.7503076,-87.6492977,"(41.75030756212297, -87.64929773144827)"
36333,20-16-412-037-0000,6005 S LA SALLE ST,None,Owned by City,8/7/98,0,20,68,ENGLEWOOD,RS-3,5/8/24,41.7853368,-87.6286581,"(41.78533678719319, -87.62865812077052)"
35764,20-17-223-016-0000,5751 S GREEN ST,None,Owned by City,8/7/98,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7891873,-87.6458984,"(41.78918734766928, -87.64589842410368)"
58425,16-13-408-009-0000,755 S CALIFORNIA AVE,None,Owned by City,8/7/98,0,28,27,EAST GARFIELD PARK,B3-2,5/8/24,41.8712287,-87.6956774,"(41.87122871656366, -87.69567735839769)"
58840,16-14-113-012-0000,3852 W CONGRESS PKWY,None,Owned by City,8/7/98,0,28,26,WEST GARFIELD PARK,RM-5,5/8/24,41.874657,-87.7227598,"(41.874656970460244, -87.7227598201857)"
58781,16-15-211-013-0000,4029 W WILCOX ST,None,Owned by City,8/7/98,0,28,26,WEST GARFIELD PARK,RT-4,5/8/24,41.878598,-87.7267802,"(41.87859802652413, -87.72678020959685)"
18251,20-08-301-007-0000,1511 W 51ST ST,None,Owned by City,8/8/98,0,16,61,NEW CITY,B3-2,5/8/24,41.8010811,-87.6628642,"(41.801081077516294, -87.66286418980982)"
23837,25-15-321-005-0000,9 E 110TH PL,None,Sold,8/11/98,0,9,49,ROSELAND,B3-2,3/14/24,41.6936729,-87.6226122,"(41.69367290126411, -87.6226121642056)"
23830,25-15-318-017-0000,10941 S MICHIGAN AVE,None,Owned by City,8/11/98,0,9,49,ROSELAND,B3-2,5/8/24,41.6950166,-87.6204165,"(41.69501655770564, -87.62041651361451)"
23829,25-15-318-011-0000,10925 S MICHIGAN AVE,None,Owned by City,8/11/98,0,9,49,ROSELAND,B3-2,5/8/24,41.6954903,-87.6204223,"(41.69549031877457, -87.62042230478716)"
16257,20-17-231-006-0000,5841 S GREEN ST,None,Owned by City,8/11/98,0,16,68,ENGLEWOOD,M1-1,5/8/24,41.7875931,-87.6458574,"(41.78759311140924, -87.6458573562295)"
36992,20-08-317-013-0000,5431 S JUSTINE ST,None,Owned by City,8/11/98,0,16,61,NEW CITY,RS-3,5/8/24,41.7949214,-87.6630515,"(41.79492136159234, -87.66305153861845)"
36802,20-08-121-047-0000,4954 S LOOMIS BLVD,None,Owned by City,8/11/98,0,20,61,NEW CITY,RT-4,5/8/24,41.8033914,-87.6603256,"(41.80339137802765, -87.66032561793112)"
9553,16-15-425-004-0000,1153 S KOSTNER AVE,DPD - Planning,Owned by City,8/11/98,0,24,29,NORTH LAWNDALE,PD 1352,5/8/24,41.8666162,-87.7346474,"(41.86661618670145, -87.73464744242352)"
58969,16-15-425-003-0000,1151 S KOSTNER AVE,DPD - Planning,Owned by City,8/11/98,0,24,29,NORTH LAWNDALE,PD 1352,5/8/24,41.8666847,-87.7346499,"(41.86668474928525, -87.73464989241224)"
58968,16-15-425-002-0000,1147 S KOSTNER AVE,DPD - Planning,Owned by City,8/11/98,0,24,29,NORTH LAWNDALE,PD 1352,5/8/24,41.866754,-87.7346523,"(41.86675401402433, -87.7346522955638)"
9550,16-15-425-001-0000,1137 S KOSTNER AVE,DPD - Planning,Owned by City,8/11/98,0,24,29,NORTH LAWNDALE,PD 1352,5/8/24,41.8669877,-87.7348511,"(41.86698767300532, -87.73485109695412)"
35795,20-16-220-016-0000,5801 S PERRY AVE,None,Owned by City,8/14/98,0,20,40,WASHINGTON PARK,RS-3,5/8/24,41.7886877,-87.6274241,"(41.78868766119189, -87.6274240965827)"
35381,16-24-303-011-0000,1929 S KEDZIE AVE,DOH,Owned by City,8/17/98,0,24,29,NORTH LAWNDALE,B2-1,5/8/24,41.8545354,-87.7049804,"(41.85453536599583, -87.7049804258657)"
66250,20-33-100-031-0000,7934 S EMERALD AVE,None,Owned by City,8/18/98,0,17,71,AUBURN GRESHAM,B1-2,5/8/24,41.7495397,-87.6431737,"(41.74953966978984, -87.6431736977141)"
19697,20-28-319-003-0000,7717 S NORMAL AVE,None,Owned by City,8/18/98,0,17,69,GREATER GRAND CROSSING,RT-4,5/8/24,41.753964,-87.6364534,"(41.753963979388054, -87.63645337622376)"
50681,20-20-311-034-0000,6844 S LOOMIS BLVD,None,Owned by City,8/18/98,0,17,67,WEST ENGLEWOOD,RS-3,5/8/24,41.7691234,-87.659429,"(41.76912336068478, -87.65942902140625)"
18897,20-08-117-009-0000,4931 S JUSTINE ST,None,Sold,8/18/98,0,20,61,NEW CITY,RT-4,3/14/24,41.8040366,-87.6632891,"(41.80403662064364, -87.66328907679615)"
62164,20-03-123-001-0000,4201 S CALUMET AVE,None,Owned by City,8/18/98,0,3,38,GRAND BOULEVARD,RM-5,5/8/24,41.8182526,-87.6180422,"(41.818252588036756, -87.61804219265164)"
58406,16-15-413-030-0000,4036 W POLK ST,DPD - Planning,Owned by City,8/18/98,0,24,26,WEST GARFIELD PARK,RS-3,5/8/24,41.8711809,-87.7269379,"(41.871180931769864, -87.72693788599894)"
35080,16-14-120-009-0000,3611 W FIFTH AVE,None,Owned by City,8/24/98,0,28,27,EAST GARFIELD PARK,RS-3,5/8/24,41.8752412,-87.7161591,"(41.87524124994768, -87.716159110664)"
16180,17-27-100-003-0000,2221 S STATE ST,None,Sold,8/25/98,0,3,33,NEAR SOUTH SIDE,DX-3,3/14/24,41.8519855,-87.6266794,"(41.85198554587412, -87.62667937572932)"
51316,16-12-326-004-0000,2955 W WASHINGTON BLVD,Obsolete PIN,Owned by City,8/27/98,,27,27,EAST GARFIELD PARK,RT-4,3/14/24,41.8825337,-87.7008899,"(41.88253372285057, -87.70088986500934)"
8749,16-09-403-032-0000,5152 W FULTON ST,CBB Round 1,Owned by City,8/27/98,0,28,25,AUSTIN,B1-1,5/8/24,41.8860125,-87.7549155,"(41.886012495496814, -87.75491553786517)"
8755,16-09-405-020-0000,4819 W LAKE ST,CBB Round 1,Owned by City,8/27/98,0,28,25,AUSTIN,C1-2,5/8/24,41.8863989,-87.746305,"(41.886398868587136, -87.74630504865681)"
15457,17-34-306-022-0000,29 E 36TH PL,None,Sold,8/29/98,0,3,35,DOUGLAS,RM-5,3/14/24,41.8285582,-87.6252733,"(41.828558246520906, -87.62527334102647)"
35031,16-23-404-055-0000,3348 W OGDEN AVE,None,Owned by City,9/2/98,0,24,29,NORTH LAWNDALE,C1-2,5/8/24,41.8568405,-87.7096257,"(41.856840495573714, -87.70962568537293)"
34262,20-09-325-014-0000,610 W 54TH PL,CBB Round 1,Owned by City,9/4/98,0,16,61,NEW CITY,RS-3,5/8/24,41.7955584,-87.640855,"(41.79555837867711, -87.64085503242285)"
19636,20-28-318-018-0000,7741 S FIELDING AVE,None,Owned by City,9/8/98,0,17,69,GREATER GRAND CROSSING,RT-4,5/8/24,41.753105,-87.6377308,"(41.75310501539687, -87.63773079608143)"
19560,20-28-314-004-0000,7715 S HALSTED ST,None,Sold,9/8/98,4997,17,71,AUBURN GRESHAM,B1-2,3/14/24,41.7537125,-87.6437902,"(41.75371254790721, -87.64379023540215)"
19559,20-28-314-003-0000,7709 S HALSTED ST,None,Sold,9/8/98,7494,17,71,AUBURN GRESHAM,B1-2,3/14/24,41.7538839,-87.6437946,"(41.75388394222282, -87.6437946400166)"
51155,20-25-112-005-0000,7231 S STONY ISLAND AVE,None,Owned by City,9/8/98,0,7,43,SOUTH SHORE,C2-2,5/8/24,41.7632896,-87.5854831,"(41.76328961264131, -87.58548313512401)"
61971,20-14-316-031-0000,6208 S GREENWOOD AVE,None,Owned by City,9/8/98,0,20,42,WOODLAWN,RM-5,5/8/24,41.7820502,-87.5997476,"(41.782050240996966, -87.59974761197569)"
19797,20-28-324-012-0000,7835 S LOWE AVE,DPD - Real Estate,Owned by City,9/10/98,0,17,71,AUBURN GRESHAM,RS-3,5/8/24,41.7514154,-87.6400427,"(41.751415439291584, -87.64004267700888)"
19796,20-28-324-011-0000,7833 S LOWE AVE,DPD - Real Estate,Owned by City,9/10/98,0,17,71,AUBURN GRESHAM,RS-3,5/8/24,41.7514881,-87.6400446,"(41.75148811421983, -87.64004461859324)"
19795,20-28-324-010-0000,7831 S LOWE AVE,DPD - Real Estate,Owned by City,9/10/98,0,17,71,AUBURN GRESHAM,RS-3,5/8/24,41.751532,-87.6400456,"(41.75153203065972, -87.64004564237523)"
20180,20-23-412-026-0000,6955 S DORCHESTER AVE,None,Owned by City,9/10/98,0,5,43,SOUTH SHORE,RT-4,5/8/24,41.7682923,-87.5919296,"(41.76829233830894, -87.59192961713657)"
62381,20-22-205-001-0000,633 E 63RD ST,None,Owned by City,9/10/98,0,20,42,WOODLAWN,B3-3,5/8/24,41.7801099,-87.6093524,"(41.78010994014742, -87.60935237388635)"
34394,20-08-428-049-0000,811 W 54TH ST,None,Owned by City,9/10/98,0,16,61,NEW CITY,B3-2,5/8/24,41.7958648,-87.6457491,"(41.79586478400653, -87.64574914702422)"
11525,16-12-317-013-0000,3123 W LAKE ST,None,Sold,9/16/98,0,27,27,EAST GARFIELD PARK,C3-1,3/14/24,41.883941,-87.7047414,"(41.88394097734648, -87.70474144866529)"
24898,25-14-101-016-0000,10433 S CORLISS AVE,None,Sold,9/18/98,1992,9,50,PULLMAN,RS-3,3/14/24,41.7047124,-87.6035613,"(41.7047124022301, -87.60356133280615)"
37660,20-29-208-041-0000,7248 S MAY ST,DPD - Large Lots,Owned by City,9/18/98,0,17,68,ENGLEWOOD,RS-3,5/8/24,41.7618261,-87.6531703,"(41.76182608770017, -87.65317031953649)"
11666,16-12-324-006-0000,3139 W WASHINGTON BLVD,None,Sold,9/18/98,2975,27,27,EAST GARFIELD PARK,RM-5,3/14/24,41.8824959,-87.7052741,"(41.88249594621713, -87.70527406732715)"
11520,16-12-317-006-0000,3141 W LAKE ST,None,Sold,9/18/98,0,27,27,EAST GARFIELD PARK,C3-1,3/14/24,41.8840548,-87.705386,"(41.8840547633671, -87.70538597816086)"
38214,20-19-426-026-0000,7002 S HONORE ST,None,Owned by City,9/21/98,0,17,67,WEST ENGLEWOOD,RS-3,5/8/24,41.7664651,-87.6702866,"(41.76646514597497, -87.67028663391659)"
25061,26-06-506-013-0000,77 E 93RD ST,None,Owned by City,9/24/98,0,6,49,ROSELAND,RS-2,3/14/24,41.7253257,-87.6207664,"(41.72532568860308, -87.62076641470217)"
24328,25-16-412-001-0000,259 W 108TH PL,CBB Round 1,Owned by City,9/29/98,0,9,49,ROSELAND,RS-3,5/8/24,41.6967942,-87.6302446,"(41.696794193501454, -87.63024464410142)"
11519,16-12-317-005-0000,3137 W LAKE ST,None,Sold,10/6/98,0,27,27,EAST GARFIELD PARK,C3-1,3/14/24,41.8839193,-87.705514,"(41.883919296114335, -87.70551395472003)"
11523,16-12-317-010-0000,3131 W LAKE ST,None,Sold,10/6/98,0,27,27,EAST GARFIELD PARK,C3-1,3/14/24,41.883949,-87.7050633,"(41.88394902351474, -87.70506333677976)"
9139,16-11-300-024-0000,346 N HARDING AVE,DPD - Real Estate,Sold,10/7/98,0,37,26,WEST GARFIELD PARK,PMD 9,3/14/24,41.8868006,-87.7249683,"(41.886800563142216, -87.7249683490845)"
9140,16-11-300-025-0000,346 N HARDING AVE,DPD - Real Estate,Sold,10/7/98,0,37,26,WEST GARFIELD PARK,PMD 9,3/14/24,41.8868006,-87.7249683,"(41.886800563142216, -87.7249683490845)"
9412,16-12-111-008-0000,3012 N ALBANY AVE,DPD - Open Space,Owned by City,10/8/98,0,35,21,AVONDALE,RS-3,3/14/24,41.888836,-87.7033475,"(41.88883602291223, -87.7033474979545)"
62390,20-28-105-002-0000,7111 S PARNELL AVE,None,Owned by City,10/9/98,0,6,68,ENGLEWOOD,RT-4,5/8/24,41.764757,-87.6379571,"(41.76475702541383, -87.6379570964677)"
63071,20-17-416-029-0000,6124 S MAY ST,None,Owned by City,10/9/98,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7824729,-87.6537129,"(41.782472932747595, -87.65371287147826)"
35876,20-17-416-043-0000,6101 S RACINE AVE,None,Owned by City,10/9/98,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7830924,-87.6542446,"(41.78309244536334, -87.65424456674084)"
35789,20-16-219-013-0000,5769 S LA SALLE ST,None,Owned by City,10/9/98,0,20,68,ENGLEWOOD,RS-3,5/8/24,41.7889273,-87.6287868,"(41.78892728478792, -87.62878681636606)"
35781,20-16-219-010-0000,5761 S LA SALLE ST,None,Owned by City,10/9/98,0,20,68,ENGLEWOOD,RS-3,5/8/24,41.789133,-87.6287926,"(41.78913303194574, -87.62879263026625)"
62666,20-16-221-005-0000,5747 S LAFAYETTE AVE,None,Owned by City,10/9/98,0,20,40,WASHINGTON PARK,RS-3,5/8/24,41.7896413,-87.6263552,"(41.78964129481234, -87.62635522409703)"
34467,20-08-430-006-0000,827 W 54TH PL,None,Owned by City,10/9/98,0,16,61,NEW CITY,RS-3,5/8/24,41.794935,-87.6463311,"(41.79493498954813, -87.64633114889767)"
58975,13-33-408-036-0000,5148 W BLOOMINGDALE AVE,DPD - Planning,Sold,10/9/98,0,37,25,AUSTIN,RS-3,3/14/24,41.9134312,-87.7547644,"(41.91343123071465, -87.75476441348845)"
66253,13-33-404-017-0000,1815 N LARAMIE AVE,DPD - Planning,Sold,10/9/98,0,37,25,AUSTIN,RS-3,3/14/24,41.9147463,-87.7550043,"(41.91474634604349, -87.75500425526441)"
7629,13-33-408-001-0000,5159 N MONITOR AVE,See notes,Sold,10/9/98,0,45,11,JEFFERSON PARK,RS-2,3/14/24,41.9755832,-87.7743955,"(41.97558320548483, -87.77439545577577)"
24646,25-21-424-009-0000,11823 S PRINCETON AVE,None,Sold,10/14/98,3093,9,53,WEST PULLMAN,RS-3,3/14/24,41.6790269,-87.629552,"(41.679026876530415, -87.62955200144998)"
